Lead Number,Lead Origin,Lead Source,Notes,Lead Stage,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Lead Conversion Date,Cityold,Specialization,Entrance Test,What is your current occupation
613553,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,226,SMS Sent,2/7/16 7:33,14-06-2016 5:26,Pune,Human Resource Management,MAT,Unemployed
613545,API,Organic Search,,Qualified,0,7,7,327.83,SMS Sent,26-07-2016 10:22,14-06-2016 5:28,Juhu,Select Specialization,MAT,Unemployed
613544,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,62.67,Email Opened,25-06-2016 17:32,14-06-2016 5:22,Gurgaon,Rural and Agribusiness,MAT,Unemployed
613542,API,Olark Chat,,Closed,0,0,0,0,Approached upfront,30-06-2016 7:47,,,Select Specialization,MAT,Unemployed
613541,Landing Page Submission,Direct Traffic,,Qualified,0,4,4,130,Page Visited on Website,22-06-2016 12:17,14-06-2016 5:18,Mumbai,E-COMMERCE,,
613533,API,Google,,Qualified,0,2,1,0,SMS Sent,26-07-2016 10:17,14-06-2016 5:41,Mumbai,Select Specialization,MAT,Unemployed
613525,API,Organic Search,,Qualified,0,2,2,217.5,SMS Sent,26-07-2016 10:15,14-06-2016 5:08,Bangalore,Select Specialization,MAT,Unemployed
613517,Landing Page Submission,Organic Search,,Unreachable,0,6,6,63.6,SMS Sent,29-06-2016 12:39,14-06-2016 4:57,Mumbai,Business Administration,MAT,Unemployed
613506,Landing Page Submission,Google,,Not Interested,0,5,2.5,245.5,Email Opened,25-06-2016 9:52,14-06-2016 10:25,Mumbai,Media and Advertising,MAT,Unemployed
613497,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:15,,,,,
613488,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Marketing Management,MAT,Working Professional
613483,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:22,,,,,
613459,Landing Page Submission,Direct Traffic,,Qualified,0,4,4,103.33,SMS Sent,26-07-2016 10:34,14-06-2016 4:03,Thane,Operations Management,MAT,Unemployed
613440,API,Olark Chat,,Not Interested,0,0,0,0,Email Opened,23-06-2016 11:16,,,Select Specialization,MAT,Unemployed
613438,Landing Page Submission,Google,,Qualified,0,7,3.5,67.2,SMS Sent,17-07-2016 10:38,14-06-2016 2:55,Mumbai,Media and Advertising,MAT,Working Professional
613423,Landing Page Submission,Google,,Qualified,0,5,5,233,SMS Sent,26-07-2016 10:24,14-06-2016 1:57,Nashik,Operations Management,,
613405,Landing Page Submission,Direct Traffic,,Qualified,0,2,2,3,SMS Sent,26-07-2016 10:19,13-06-2016 21:54,Ahmedabad,Human Resource Management,MAT,Working Professional
613398,Landing Page Submission,Direct Traffic,,Qualified,30,6,6,140.8,Email Opened,2/8/16 14:43,13-06-2016 20:21,Mumbai,Finance Management,MAT,Unemployed
613391,API,Olark Chat,,Unreachable,0,0,0,0,Olark Chat Conversation,13-06-2016 7:39,,,Select Specialization,MAT,Unemployed
613383,Landing Page Submission,Direct Traffic,,Qualified,0,3,3,99.5,SMS Sent,26-07-2016 10:26,13-06-2016 19:00,Mumbai,Services Excellence,MAT,Unemployed
613378,Landing Page Submission,Google,good,Unreachable,0,3,3,120,Email Opened,20-07-2016 19:19,13-06-2016 18:51,Mumbai,Human Resource Management,MAT,Unemployed
613352,Landing Page Submission,Direct Traffic,,Qualified,0,4,1.33,2,SMS Sent,17-07-2016 10:38,13-06-2016 17:37,Mumbai,Business Administration,,
613346,Landing Page Submission,Direct Traffic,,Qualified,0,5,2.5,63.67,SMS Sent,26-07-2016 10:20,13-06-2016 17:23,Mumbai,Finance Management,MAT,Working Professional
613343,Landing Page Submission,Direct Traffic,,Qualified,10,2,2,4,Email Opened,2/8/16 18:28,13-06-2016 17:20,Mumbai,Human Resource Management,MAT,Working Professional
613339,API,Olark Chat,,Unreachable,0,0,0,0,Email Opened,21-07-2016 16:38,,,Select Specialization,MAT,Unemployed
613330,API,Direct Traffic,,Unreachable,0,5,2.5,550,Email Opened,8/8/16 8:54,14-06-2016 5:27,Thane,Select Specialization,MAT,Unemployed
613326,Landing Page Submission,Direct Traffic,About Post Graduate diploma program in distance learning mode.,Qualified,10,2,2,5,Email Opened,27-07-2016 8:30,13-06-2016 16:50,Mumbai,Business Administration,MAT,Unemployed
613322,Landing Page Submission,Direct Traffic,,Qualified,10,4,4,185.33,SMS Sent,24-07-2016 11:18,13-06-2016 16:45,Pune,Supply Chain Management,,
613318,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,56,SMS Sent,29-06-2016 12:39,13-06-2016 16:41,Mumbai,E-Business,MAT,Unemployed
613289,Landing Page Submission,Google,,Qualified,0,4,4,134,Page Visited on Website,13-06-2016 17:12,13-06-2016 15:59,Mumbai,Marketing Management,MAT,Unemployed
613275,Landing Page Submission,Direct Traffic,i have lost my marksheet for final year distance MBA my roll no was ap11/0061if any once can please help as no one is picking up calls,Junk Lead,0,5,2.5,409,Olark Chat Conversation,15-06-2016 5:05,13-06-2016 15:57,Mumbai,Select Specialization,MAT,Unemployed
613210,Landing Page Submission,Google,,Qualified,0,4,4,49.33,SMS Sent,17-07-2016 10:38,13-06-2016 13:59,Mumbai,Business Administration,MAT,Unemployed
613195,API,Google,,Qualified,10,2,2,307,Email Opened,21-07-2016 12:26,13-06-2016 13:49,Bangalore,Marketing Management,MAT,Working Professional
613194,Lead Add Form,Welingak Website,,Qualified,10,0,0,0,Email Opened,26-07-2016 10:14,,,Select Specialization,MAT,Unemployed
613193,Landing Page Submission,Google,,Qualified,10,5,5,69.75,Email Opened,14-07-2016 7:34,13-06-2016 13:47,Mumbai,Media and Advertising,MAT,Unemployed
613188,Landing Page Submission,Direct Traffic,,Qualified,100,4,4,149.33,Email Opened,8/8/16 8:12,13-06-2016 13:46,Bengaluru,E-Business,MAT,Student
613178,API,Olark Chat,,Qualified,0,0,0,0,Olark Chat Conversation,13-06-2016 1:19,,,Select Specialization,MAT,Unemployed
613149,API,Google,,Not Interested,0,2,2,644,Email Bounced,13-06-2016 13:02,13-06-2016 13:02,Mumbai,,,
613148,Landing Page Submission,Google,Call me,Unreachable,0,5,5,144,Email Opened,23-06-2016 12:52,13-06-2016 12:51,Delhi,Marketing Management,MAT,Unemployed
613129,Landing Page Submission,Direct Traffic,"Want to get admission for distance learning , so want to know the process so please help me",Qualified,0,4,4,65.67,SMS Sent,17-07-2016 10:38,13-06-2016 12:37,Jalalpur,Finance Management,,
613102,API,Olark Chat,,Unreachable,0,0,0,0,SMS Sent,21-07-2016 7:16,,,,,
613099,Landing Page Submission,Direct Traffic,,Junk Lead,0,3,3,59.67,Email Opened,21-06-2016 11:20,13-06-2016 12:09,Thane,Travel and Tourism,MAT,Unemployed
613087,API,Google,,Junk Lead,0,13,2.6,231.25,Olark Chat Conversation,26-07-2016 11:28,4/7/16 10:08,Mumbai,,,
613083,API,Google,,Junk Lead,0,7,1.75,253,Page Visited on Website,22-06-2016 6:07,13-06-2016 12:13,Mumbai,,,
613070,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,12/7/16 7:29,,,Marketing Management,MAT,Unemployed
613046,API,Olark Chat,,Qualified,20,0,0,0,Email Opened,28-07-2016 14:44,,,Select Specialization,MAT,Unemployed
613042,Lead Add Form,Reference,,Closed,0,3,1,,Form Submitted on Website,16-06-2016 1:33,,Badlapur,Finance Management,MAT,Unemployed
613035,Landing Page Submission,Google,I am interested  in seeking MBA.,Unreachable,0,4,2,59,SMS Sent,15-06-2016 8:46,13-06-2016 11:20,Mumbai,IT Projects Management,MAT,Unemployed
613027,Landing Page Submission,Direct Traffic,can I opt for dual diploma in Marketing & Operations mgmt,Unreachable,0,4,4,42,SMS Sent,22-06-2016 7:49,13-06-2016 11:13,Mumbai,Marketing Management,,
613019,Landing Page Submission,Direct Traffic,,Not Interested,0,11,5.5,163.56,Email Opened,21-06-2016 13:25,14-06-2016 12:30,Gurgaon,Marketing Management,MAT,Unemployed
613016,Landing Page Submission,Google,I need to information about baking related courses,Qualified,0,2,2,19,SMS Sent,26-07-2016 10:26,13-06-2016 11:08,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
612984,Landing Page Submission,Direct Traffic,,Unreachable,0,8,2,161.25,Page Visited on Website,26-07-2016 10:20,13-06-2016 10:46,Thane,Human Resource Management,MAT,Unemployed
612983,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:17,,,,,
612980,Landing Page Submission,Organic Search,,Qualified,20,6,6,199,Email Opened,22-07-2016 4:00,13-06-2016 10:58,Mumbai,Healthcare Management,MAT,Unemployed
612971,Lead Add Form,Reference,,Closed,0,,,,,,,,Select Specialization,MAT,Unemployed
612968,API,Google,,Qualified,0,2,1,0,SMS Sent,26-07-2016 10:17,13-06-2016 11:11,Thane,,,
612954,Lead Add Form,Reference,,Closed,0,,,,,,,,Select Specialization,MAT,Unemployed
612946,Landing Page Submission,Google,i am interested in pgdm,Unreachable,0,12,3,181.13,Email Opened,28-07-2016 10:48,13-06-2016 10:21,Mumbai,Marketing Management,MAT,Unemployed
612920,API,Google,,Junk Lead,0,2,2,652,Page Visited on Website,13-06-2016 10:22,13-06-2016 10:14,,,,
612919,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:21,,,,,
612899,API,Google,,Unreachable,0,2,2,741,SMS Sent,29-06-2016 12:39,13-06-2016 9:57,Mumbai,,,
612884,Landing Page Submission,Google,,Not Eligible,0,3,3,19.5,Form Submitted on Website,13-06-2016 9:38,13-06-2016 9:38,Mumbai,Human Resource Management,MAT,Unemployed
612877,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,13-06-2016 9:41,,,,,
612869,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Marketing Management,MAT,Working Professional
612862,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,21-06-2016 13:06,,,,,
612846,API,Google,,Junk Lead,0,4,1.33,540,Olark Chat Conversation,13-06-2016 10:58,13-06-2016 10:49,Mumbai,,,
612838,Landing Page Submission,Direct Traffic,,Not Interested,0,3,3,11.5,Olark Chat Conversation,13-06-2016 9:29,13-06-2016 9:03,Mumbai,Supply Chain Management,MAT,Unemployed
612836,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Marketing Management,MAT,Working Professional
612830,Landing Page Submission,Direct Traffic,"Hi Team,Please provide the details of courses, Procedure & Fees for MBA HR.ThanksMital",Unreachable,0,9,4.5,204.5,Email Opened,30-07-2016 5:28,15-06-2016 4:13,Mumbai,Human Resource Management,MAT,Unemployed
612809,Landing Page Submission,Direct Traffic,,Not Interested,0,2,2,296,Email Opened,14-06-2016 14:11,13-06-2016 8:42,Mumbai,Operations Management,MAT,Unemployed
612802,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,13-06-2016 9:03,,,,,
612796,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,5/7/16 11:43,,,,,
612791,API,Google,,Unreachable,0,3,1.5,716,SMS Sent,6/7/16 12:13,13-06-2016 8:49,Mumbai,,,
612780,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:22,,,,,
612771,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:21,,,,,
612761,API,Google,,Junk Lead,0,2,2,409,Email Link Clicked,13-06-2016 10:20,13-06-2016 8:19,Mumbai,,,
612752,Landing Page Submission,Direct Traffic,,Qualified,20,3,3,75,Email Opened,29-07-2016 14:58,13-06-2016 8:06,Dubai,Finance Management,,
612748,API,Google,,Qualified,0,3,3,634.33,SMS Sent,26-07-2016 10:17,13-06-2016 8:24,Mumbai,,,
612745,API,Google,,Qualified,0,2,2,1104,SMS Sent,26-07-2016 10:21,13-06-2016 8:18,Mumbai,Select Specialization,MAT,Unemployed
612740,Landing Page Submission,Google,for enquiry,Qualified,0,4,4,108.33,Page Visited on Website,13-06-2016 8:04,13-06-2016 7:59,Ahmedabad,Finance Management,MAT,Unemployed
612736,Landing Page Submission,Google,I have done my Graduation (BMS) from R.A. Podar college and would like to the courses other than MBA available at welinkar.,Qualified,0,6,6,212.5,SMS Sent,26-07-2016 10:15,13-06-2016 8:04,Ulhasnagar,Marketing Management,MAT,Unemployed
612731,Landing Page Submission,Google,Basic Accountancy insurance course,Qualified,0,2,2,103,SMS Sent,26-07-2016 10:22,13-06-2016 7:52,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
612728,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,26-07-2016 10:21,,,,,
612711,Landing Page Submission,Google,Please Give me all details releted Supply chain management Course.....,Qualified,30,12,2.4,171.71,Page Visited on Website,29-07-2016 13:40,13-06-2016 7:26,Mumbai,Supply Chain Management,MAT,Unemployed
612709,Landing Page Submission,Google,"Give me all details fees , courses etc regarding course",Interested,0,2,2,2,Email Opened,14-07-2016 7:53,13-06-2016 7:23,Pune,Marketing Management,,
612699,Landing Page Submission,Google,,Unreachable,0,6,6,247.8,SMS Sent,29-06-2016 12:39,13-06-2016 7:19,Mumbai,Select Specialization,MAT,Unemployed
612698,Landing Page Submission,Google,,Unreachable,0,2,2,111,Email Bounced,13-06-2016 7:17,13-06-2016 7:15,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
612690,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,13-06-2016 7:17,,,Media and Advertising,MAT,Working Professional
612680,API,Google,,Qualified,0,3,3,336,SMS Sent,17-07-2016 10:38,13-06-2016 7:09,Mumbai,Finance Management,MAT,Working Professional
612679,API,Google,,Qualified,0,6,2,373.5,SMS Sent,17-07-2016 10:38,13-06-2016 7:51,Margão,Marketing Management,MAT,Working Professional
612669,Landing Page Submission,Google,Would like to know about marketing courses and Export Import Courses,Not Interested,0,2,2,9,Email Opened,22-06-2016 9:51,13-06-2016 6:58,Thane,Marketing Management,MAT,Unemployed
612658,Landing Page Submission,Google,i love to go for my PGDM for H R management or Business Administration I am working professional and professional as teacher willing to do further studies to enhance my carrier in new Direction call been expected before 11 PM as will not avalaible after,Unreachable,0,3,3,81.5,SMS Sent,15-06-2016 8:46,13-06-2016 6:48,Mumbai,Human Resource Management,MAT,Unemployed
612657,Landing Page Submission,Google,,Unreachable,0,2,2,10,SMS Sent,6/7/16 12:13,13-06-2016 6:47,Pune,Human Resource Management,,
612647,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,13-06-2016 6:53,,,Marketing Management,MAT,Working Professional
612639,API,Google,,Qualified,0,4,4,655,SMS Sent,17-07-2016 10:38,13-06-2016 6:48,Mumbai,Marketing Management,MAT,Working Professional
612637,API,Google,,Qualified,0,2,1,0,SMS Sent,17-07-2016 10:38,13-06-2016 7:26,Pune,Operations Management,MAT,Working Professional
612618,Landing Page Submission,Google,,Qualified,0,3,3,74,SMS Sent,26-07-2016 10:20,13-06-2016 6:28,Pune,Marketing Management,MAT,Unemployed
612605,Landing Page Submission,Google,I am currently working for BNP Paribas with nearly 4yrs of experience.,Qualified,20,5,2.5,160.33,SMS Sent,26-07-2016 10:31,13-06-2016 6:25,Mumbai,Business Administration,MAT,Unemployed
612603,API,Google,,Qualified,0,2,2,853.5,SMS Sent,17-07-2016 10:38,13-06-2016 6:37,Thane,Human Resource Management,MAT,Unemployed
612598,Landing Page Submission,Direct Traffic,,Unreachable,0,5,2.5,79,Email Opened,23-07-2016 19:00,13-06-2016 6:17,Mumbai,Business Administration,MAT,Unemployed
612587,API,Olark Chat,,Junk Lead,0,3,3,75,Page Visited on Website,20-06-2016 12:43,,,,,
612578,API,Organic Search,,Qualified,0,4,1.33,838,SMS Sent,17-07-2016 10:38,13-06-2016 7:12,Mumbai,Business Administration,MAT,Working Professional
612572,API,Google,,Qualified,0,3,1,607,SMS Sent,26-07-2016 10:20,20-06-2016 5:04,Mumbai,,,
612548,Landing Page Submission,Organic Search,,Qualified,0,6,3,160.75,SMS Sent,17-07-2016 10:38,13-06-2016 5:58,Mumbai,Marketing Management,MAT,Unemployed
612546,API,Olark Chat,,Junk Lead,0,0,0,0,Page Visited on Website,1/7/16 6:20,,,Human Resource Management,MAT,Student
612542,API,Google,,Junk Lead,0,3,1.5,656.5,Email Opened,30-06-2016 7:31,13-06-2016 6:44,,Marketing Management,MAT,Unemployed
612532,API,Organic Search,,Qualified,0,9,4.5,261.43,SMS Sent,26-07-2016 10:17,13-06-2016 7:15,,,,
612511,Landing Page Submission,Google,,Unreachable,0,5,5,159.25,SMS Sent,22-06-2016 7:49,13-06-2016 5:27,Mumbai,Travel and Tourism,,
612509,Landing Page Submission,Direct Traffic,,Junk Lead,0,12,1.71,267.8,Page Visited on Website,2/8/16 6:35,13-06-2016 5:16,Perstorp,Marketing Management,,
612484,API,Google,Need to secure admission for 3years masters degree for HR managment,Qualified,0,9,1.8,252.83,SMS Sent,17-07-2016 10:38,13-06-2016 6:18,Pune,Human Resource Management,MAT,Working Professional
612479,API,Olark Chat,,Junk Lead,0,3,1.5,85,Email Opened,29-06-2016 5:40,,Mumbai,Finance Management,,
612469,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Supply Chain Management,MAT,Working Professional
612466,Landing Page Submission,Google,,Unreachable,0,5,5,260,Email Opened,8/8/16 7:39,13-06-2016 4:40,Mumbai,Finance Management,MAT,Unemployed
612458,API,Google,,Not Interested,0,1,1,0,Converted to Lead,13-06-2016 4:47,13-06-2016 4:47,Mumbai,Human Resource Management,MAT,Working Professional
612428,Landing Page Submission,Direct Traffic,,Qualified,0,6,2,69,SMS Sent,26-07-2016 10:23,13-06-2016 4:33,Mumbai,E-COMMERCE,MAT,Unemployed
612424,Landing Page Submission,Google,Would like to do a part time HR Management corse. Have completed my MBA in Marketing and Retail Management. Have 4 years of work experience.,Unreachable,0,2,2,3,Email Opened,22-06-2016 1:44,13-06-2016 3:18,Mumbai,Human Resource Management,MAT,Unemployed
612395,API,Google,,Unreachable,0,2,2,110,SMS Sent,15-06-2016 8:46,13-06-2016 1:18,Bangalore,Select Specialization,MAT,Unemployed
612345,Landing Page Submission,Google,Parttime programme,Qualified,0,3,3,74,SMS Sent,26-07-2016 10:20,12/6/16 18:10,Thane,"Banking, Investment And Insurance",MAT,Unemployed
612320,Landing Page Submission,Direct Traffic,,Junk Lead,0,3,3,70.5,Email Opened,13-06-2016 4:52,12/6/16 17:21,Pune,Finance Management,MAT,Unemployed
612304,Landing Page Submission,Google,,Qualified,10,3,3,195.67,Email Opened,18-07-2016 2:04,12/6/16 16:43,Bengaluru,Operations Management,MAT,Unemployed
612298,Landing Page Submission,Google,,Unreachable,0,3,3,185.5,SMS Sent,29-06-2016 12:39,12/6/16 16:37,mumbai,Human Resource Management,MAT,Unemployed
612293,API,Google,,Not Interested,0,2,2,303,Olark Chat Conversation,19-06-2016 11:31,12/6/16 16:28,Mumbai,Human Resource Management,MAT,Working Professional
612288,Landing Page Submission,Google,Admission process and fees structure for suply chain management course,Qualified,0,3,3,180.5,SMS Sent,26-07-2016 10:24,12/6/16 16:21,Mumbai,Supply Chain Management,MAT,Unemployed
612266,Landing Page Submission,Google,I need to know about institute placement and whole process.,Closed,0,6,3,104,Email Opened,28-07-2016 4:29,12/6/16 17:57,Ahmedabad,IT Projects Management,MAT,Unemployed
612252,API,Olark Chat,,Not Interested,0,0,0,0,Email Bounced,21-06-2016 12:46,,,International Business,MAT,Working Professional
612248,API,Google,,Qualified,0,7,7,53.17,SMS Sent,17-07-2016 10:38,12/6/16 15:41,Mumbai,Travel and Tourism,MAT,Unemployed
612233,API,Olark Chat,,Not Interested,0,0,0,0,Email Opened,13-06-2016 7:53,,,Finance Management,MAT,Unemployed
612231,API,Organic Search,,Qualified,20,3,1.5,135,SMS Sent,17-07-2016 10:38,6/7/16 6:49,Mumbai,Retail Management,MAT,Unemployed
612223,Landing Page Submission,Organic Search,,Qualified,50,13,1.86,120.33,Email Opened,4/8/16 13:31,15-06-2016 18:41,Ghaziabad,Human Resource Management,MAT,Unemployed
612180,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,80.5,Unsubscribed,26-06-2016 0:50,12/6/16 14:32,Riyadh,Operations Management,MAT,Unemployed
612162,Landing Page Submission,Organic Search,,Not Interested,0,3,3,46.5,Converted to Lead,12/6/16 14:17,12/6/16 14:17,London,Human Resource Management,MAT,Unemployed
612160,Landing Page Submission,Google,,Qualified,0,6,6,76.8,SMS Sent,26-07-2016 10:24,12/6/16 14:19,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
